audio_file,text,full_audio_path,translated_text
5694-64038-0011,BUT HOW TO GET HIM OUT WAS THE UNSOLVED PROBLEM,/content/audios/5694-64038-0011.flac, But how to get him out was the unsolved problem.
5694-64038-0012,THE POOR FELLOW STAYED IN THAT WELL ALL NIGHT,/content/audios/5694-64038-0012.flac, The poor fellow stayed in that well all night.
5694-64038-0013,WE LOOKED ALL AROUND AND THOUGHT THAT THE COAST WAS CLEAR,/content/audios/5694-64038-0013.flac, We looked all around and thought that the coast was clear.
5694-64038-0014,I DON'T THINK HIS GUN WAS LOADED THOUGH BECAUSE WE DID NOT HEAR THE BALL WHISTLE,/content/audios/5694-64038-0014.flac," I don't think his gun was loaded though, because we did not hear the ball whistle."
5694-64038-0015,WE WALKED OVER THIS FLOATING BRIDGE AND SOON FOUND OURSELVES ON THE TENNESSEE SIDE OF TENNESSEE RIVER,/content/audios/5694-64038-0015.flac," We walked over this floating bridge, and soon found ourselves on the Tennessee side of Tennessee River."
5694-64038-0016,WE HAD BEEF FOR SUPPER THAT NIGHT,/content/audios/5694-64038-0016.flac, We had beef for supper that night.
5694-64038-0017,HOW EVERY PULSE DID BEAT AND LEAP AND HOW EVERY HEART DID THROB WITH EMOTIONS OF JOY WHICH SEEMED NEARLY AKIN TO HEAVEN WHEN WE RECEIVED THE GLAD INTELLIGENCE OF OUR ONWARD MARCH TOWARD THE LAND OF PROMISE AND OF OUR LOVED ONES,/content/audios/5694-64038-0017.flac," How every pulse to beat and leap, and how every heart to throb with emotions of joy, which seemed nearly akin to heaven, when we received the glad intelligence of our onward march toward the land of promise and of our loved ones."
5694-64038-0018,WE WERE INURED TO PRIVATIONS AND HARDSHIPS HAD BEEN UPON EVERY MARCH IN EVERY BATTLE IN EVERY SKIRMISH IN EVERY ADVANCE IN EVERY RETREAT IN EVERY VICTORY IN EVERY DEFEAT,/content/audios/5694-64038-0018.flac," We were ennured to privations and hardships, had been upon every march in every battle, in every skirmish, in every advance, in every retreat, in every victory, in every defeat."
5694-64038-0019,HE WANTED TO GO BY HOME AND TELL HIS WIFE AND CHILDREN GOOD BYE AND TO GET HIS CLOTHES IT WAS NO GO,/content/audios/5694-64038-0019.flac, He wanted to go by home and tell his wife and children goodbye and to get his clothes. It was no go.
5694-64038-0020,BUT AFTER AWHILE JIM SAYS GENTLEMEN AY GANNY THE LAW,/content/audios/5694-64038-0020.flac," But after a while Jim says, gentlemen, I GANNY THE LAW."
5694-64038-0021,YOU SEE JIM KNOWED THE LAW,/content/audios/5694-64038-0021.flac," You see, Jim knows the law."
5694-64038-0022,THOSE OLD SOLDIERS HAD LONG LONG AGO FORGOTTEN ABOUT THAT OLD LAW OF THE LONG GONE PAST BUT JIM HAD TREASURED IT UP IN HIS MEMORY LO THESE MANY YEARS AND HE THOUGHT IT WOULD SERVE HIM NOW AS IT HAD NO DOUBT FREQUENTLY DONE IN THE PAST,/content/audios/5694-64038-0022.flac," Those old soldiers had long, long ago forgotten about that old law of the long gone past, but Jim had treasured it up in his memory, low these many years, and he thought it would serve him now as it had no doubt frequently done in the past."
5694-64038-0023,THE THIRD DAY IT WAS REPORTED THAT THE YANKEES HAD TAKEN POSITION ON THE MURFREESBORO PIKE,/content/audios/5694-64038-0023.flac, The third day it was reported that the Yankees had taken position on the Murphy's Borough Pike.
5694-64038-0024,A REGIMENT WAS SENT TO THE ATTACK IT WAS JIM'S REGIMENT,/content/audios/5694-64038-0024.flac, A regiment was sent to the attack. It was Jim's regiment.
5694-64038-0025,HE HADN'T SEEN ANYTHING TO SHOOT AT BUT HE BLAZED AWAY HE LOADED AND FIRED THE SECOND TIME WHEN THEY WERE ORDERED TO RETREAT,/content/audios/5694-64038-0025.flac," He hadn't seen anything to shoot at, but he blazed away. He loaded and fired the second time when they were ordered to retreat."
5895-34615-0000,BUT IS LAUGHTER A SYNONYM OF JOY,/content/audios/5895-34615-0000.flac, but is laughter a synonym of joy?
5895-34615-0001,SUCH PERFECT COMPLETENESS IS NOT IN NATURE,/content/audios/5895-34615-0001.flac, Such perfect completeness is not in nature.
5895-34615-0002,HAD GWYNPLAINE WHEN A CHILD BEEN SO WORTHY OF ATTENTION THAT HIS FACE HAD BEEN SUBJECTED TO TRANSMUTATION WHY NOT,/content/audios/5895-34615-0002.flac," Had Gwen plain, when a child been so worthy of attention, that his face had been subjected to transmutation? Why not?"
5895-34615-0003,ACCORDING TO ALL APPEARANCE INDUSTRIOUS MANIPULATORS OF CHILDREN HAD WORKED UPON HIS FACE,/content/audios/5895-34615-0003.flac," According to all appearance, industrious manipulators of children had worked upon his face."
5895-34615-0004,IT SEEMED EVIDENT THAT A MYSTERIOUS AND PROBABLY OCCULT SCIENCE WHICH WAS TO SURGERY WHAT ALCHEMY WAS TO CHEMISTRY HAD CHISELLED HIS FLESH EVIDENTLY AT A VERY TENDER AGE AND MANUFACTURED HIS COUNTENANCE WITH PREMEDITATION,/content/audios/5895-34615-0004.flac," It seemed evident that a mysterious and probably occult science, which was to surgery what alchemy was to chemistry, had chiseled his flesh, evidently at a very tender age, and manufactured his countenance with premeditation."
5895-34615-0005,GWYNPLAINE WAS A MOUNTEBANK,/content/audios/5895-34615-0005.flac, Gwynn plain was a mountabank.
5895-34615-0006,HE SHOWED HIMSELF ON THE PLATFORM,/content/audios/5895-34615-0006.flac, He showed himself on the platform.
5895-34615-0007,IT WAS GWYNPLAINE'S LAUGH WHICH CREATED THE LAUGHTER OF OTHERS YET HE DID NOT LAUGH HIMSELF,/content/audios/5895-34615-0007.flac," It was Gwen Plain's laugh which created the laughter of others, yet he did not laugh himself."
5895-34615-0008,THE OUTSIDE DID NOT DEPEND ON THE INTERIOR,/content/audios/5895-34615-0008.flac, The outside did not depend on the interior.
5895-34615-0009,NO ONE COULD ESCAPE FROM THIS RICTUS,/content/audios/5895-34615-0009.flac, No one could escape from this rictus.
5895-34615-0010,ALL HIS EMOTIONS WHATEVER THEY MIGHT HAVE BEEN AUGMENTED HIS STRANGE FACE OF JOY OR TO SPEAK MORE CORRECTLY AGGRAVATED IT,/content/audios/5895-34615-0010.flac," All his emotions, whatever they might have been, augmented his strange face of joy, or to speak more correctly aggravated it."
5895-34615-0011,AN EVERLASTING LAUGH,/content/audios/5895-34615-0011.flac, and everlasting laugh.
5895-34615-0012,THE MANICHAEANS BELIEVED THE ABSOLUTE OCCASIONALLY GIVES WAY AND THAT GOD HIMSELF SOMETIMES ABDICATES FOR A TIME SO ALSO OF THE WILL,/content/audios/5895-34615-0012.flac," The Manikians believed the Absolute Occasionally gives way, and that God Himself sometimes abdicates for a time. So also of the will."
5895-34615-0013,THE WHOLE OF EXISTENCE RESEMBLES A LETTER MODIFIED IN THE POSTSCRIPT,/content/audios/5895-34615-0013.flac, The whole of existence resembles a letter modified in the post script.
5895-34615-0014,WITH THIS EXCEPTION GWYNPLAINE'S LAUGH WAS EVERLASTING,/content/audios/5895-34615-0014.flac," With this exception, Gwen Plain's laugh was ever lasting."
5895-34615-0015,THE JOYOUS CONVULSION OF LAUGHTER WAS AS A TRIBUTE PAID THEY SUBMITTED TO IT GLADLY BUT ALMOST MECHANICALLY,/content/audios/5895-34615-0015.flac," The joys, convulsion of laughter was as a tribute paid. They submitted to it gladly, but almost mechanically."
5895-34615-0016,BESIDES WE MUST REMEMBER THAT THEY HAD IN THOSE TIMES MEANS OF PUTTING PATIENTS TO SLEEP AND OF SUPPRESSING ALL SUFFERING ONLY THEN IT WAS CALLED MAGIC WHILE NOW IT IS CALLED ANAESTHESIA,/content/audios/5895-34615-0016.flac," Besides, we must remember that they had in those times means of putting patience to sleep and of suppressing all suffering. Only then it was called magic. While now it is called anesthesia."
5895-34615-0017,BESIDES THIS FACE THOSE WHO HAD BROUGHT HIM UP HAD GIVEN HIM THE RESOURCES OF A GYMNAST AND AN ATHLETE,/content/audios/5895-34615-0017.flac," Besides this face, those who had brought him up had given him the resources of a gymnast and an athlete."
5895-34615-0018,GWYNPLAINE HAD YELLOW HAIR,/content/audios/5895-34615-0018.flac, Gwynn plain had yellow hair.
5895-34615-0019,HIS HAIR HAVING PROBABLY BEEN DYED WITH SOME CORROSIVE PREPARATION HAD LEFT IT WOOLLY AND ROUGH TO THE TOUCH,/content/audios/5895-34615-0019.flac, His hair having probably been dyed with some corrosive preparation had left it woolly and rough to the touch.
5895-34615-0020,ITS YELLOW BRISTLES RATHER A MANE THAN A HEAD OF HAIR COVERED AND CONCEALED A LOFTY BROW EVIDENTLY MADE TO CONTAIN THOUGHT,/content/audios/5895-34615-0020.flac," Its yellow bristles, rather amane than a head of hair, covered and concealed a lofty brow, evidently made to contain thought."
5895-34615-0021,THE OPERATION WHATEVER IT HAD BEEN WHICH HAD DEPRIVED HIS FEATURES OF HARMONY AND PUT ALL THEIR FLESH INTO DISORDER HAD HAD NO EFFECT ON THE BONY STRUCTURE OF HIS HEAD,/content/audios/5895-34615-0021.flac," The operation, whatever it had been, which had deprived his features of harmony and put all their flesh into disorder, had had no effect on the boni structure of his head."
5895-34622-0000,WHAT TRUE THINGS ARE TOLD IN STORIES,/content/audios/5895-34622-0000.flac, What true things are told in stories?
5895-34622-0001,IN GWYNPLAINE EVIL THOUGHTS NEVER RIPENED AND HE HAD THEREFORE NO REMORSE,/content/audios/5895-34622-0001.flac," In Gwyn Plain's evil thoughts never ripened, and he had therefore no remorse."
5895-34622-0002,WHAT WAS THIS NOTHING,/content/audios/5895-34622-0002.flac, What was this? Nothing.
5895-34622-0003,FROM SIXTEEN EIGHTY TO SEVENTEEN O FOUR A GREAT CHANGE HAD TAKEN PLACE,/content/audios/5895-34622-0003.flac," From 1680 to 1704, a great change had taken place."
5895-34622-0004,THE WHEELS WERE ALL OF THE SAME SIZE AND HIGH AS WAGON WHEELS,/content/audios/5895-34622-0004.flac, The wheels were all of the same size and high as wagon wheels.
5895-34622-0005,THIS GREEN COLOUR HAD SUCCEEDED IN DRAWING ATTENTION TO THE CARRIAGE WHICH WAS KNOWN IN ALL THE FAIR GROUNDS AS THE GREEN BOX,/content/audios/5895-34622-0005.flac," This green color had succeeded in drawing attention to the carriage, which was known in all the fairgrounds as the green box."
5895-34622-0006,ON THE ROOF FROM A TUBE PAINTED GREEN LIKE THE REST SMOKE AROSE,/content/audios/5895-34622-0006.flac," On the roof from a two-painted green like the rest, smoke arose."
5895-34622-0007,THE ASTONISHMENT WITH WHICH THE VILLAGERS REGARDED THIS MACHINE WAS OVERWHELMING,/content/audios/5895-34622-0007.flac, The astonishment with which the villagers regarded this machine was overwhelming.
5895-34622-0008,THIS WAS THE OLD ESTABLISHMENT OF URSUS ITS PROPORTIONS AUGMENTED BY SUCCESS AND IMPROVED FROM A WRETCHED BOOTH INTO A THEATRE,/content/audios/5895-34622-0008.flac," This was the old establishment of ursis, its proportions augmented by success, and improved from a wretched booth into a theater."
5895-34622-0009,UNKNOWN PEOPLE HAD WORKED UPON HIS FACE HE ON THE OTHER HAND HAD WORKED ON HIS MIND AND BEHIND THIS WELL EXECUTED MASK HE HAD PLACED ALL THAT HE COULD OF THOUGHT,/content/audios/5895-34622-0009.flac," Unknown people had worked upon his face. He, on the other hand, had worked on his mind. And behind this well-executed mask he had placed all that he could have thought."
5895-34622-0010,THE EFFECT OF HIS APPEARANCE HAD BEEN SURPRISING,/content/audios/5895-34622-0010.flac, The effect of his appearance had been surprising.
5895-34622-0011,SOME BELIEVED IT TO BE NATURAL OTHERS DECLARED IT TO BE ARTIFICIAL AND AS CONJECTURE WAS ADDED TO REALITY EVERYWHERE AT EVERY CROSS ROAD ON THE JOURNEY IN ALL THE GROUNDS OF FAIRS AND FETES THE CROWD RAN AFTER GWYNPLAINE,/content/audios/5895-34622-0011.flac," Some believed it to be natural. Others declared it to be artificial. And as conjecture was added to reality, everywhere at every crossroad on the journey. In all the grounds of fairies and fates, the crowd ran after Gwenplain."
5895-34622-0012,THE CURIOSITY OF ONE PLACE EXHAUSTED THEY PASSED ON TO ANOTHER,/content/audios/5895-34622-0012.flac," The curiosity of one place exhausted, they passed on to another."
5895-34622-0013,THIS FORTUNE HAD ALLOWED URSUS WHO WAS THE ADMINISTRATOR OF GWYNPLAINE'S SUCCESS TO HAVE THE CHARIOT OF HIS DREAMS CONSTRUCTED THAT IS TO SAY A CARAVAN LARGE ENOUGH TO CARRY A THEATRE AND TO SOW SCIENCE AND ART IN THE HIGHWAYS,/content/audios/5895-34622-0013.flac," This fortune had allowed Urses, who was the administrator of Gwynn Plain's success, to have the chariot of his dreams constructed. That is to say, a caravan large enough to carry a theater, and to sow science and art in the highways."
5895-34622-0014,FOR THESE READ FIBI AND VINOS THAT WE MAY CONFORM TO ENGLISH PRONUNCIATION,/content/audios/5895-34622-0014.flac, For these red Phoebe and Venus that we may conform to English pronunciation.
5895-34622-0015,PHOEBE COOKED VENUS SCRUBBED THE TEMPLE,/content/audios/5895-34622-0015.flac," Phoebe cooked, Venus grabbed the temple."
5895-34622-0016,URSUS AND HOMO TOOK CHARGE OF EACH OTHER,/content/audios/5895-34622-0016.flac, Ursus and Homo took charge of each other.
5895-34622-0017,THIS HUT IN A CORNER AT THE BACK TO THE RIGHT OF THE DOOR SERVED AS BEDCHAMBER AND DRESSING ROOM TO URSUS AND GWYNPLAINE,/content/audios/5895-34622-0017.flac," This hut, in a corner at the back, to the right of the door, served as bed chamber and dressing room to Ursus in Gwynplain."
5895-34622-0018,THE CARAVAN WAS DIVIDED INTO THREE COMPARTMENTS PARTITIONED FROM EACH OTHER,/content/audios/5895-34622-0018.flac," The caravan was divided into three compartments, partitioned from each other."
5895-34622-0019,A LOFT UNDER THE ARCH OF THE ROOF CONTAINED THE SCENES AND ON OPENING A TRAP DOOR LAMPS APPEARED PRODUCING WONDERS OF LIGHT,/content/audios/5895-34622-0019.flac," A loft under the arch of the roof contained the scenes, and on opening a trap door lamps appeared, producing wonders of light."
5895-34622-0020,URSUS WAS THE POET OF THESE MAGICAL REPRESENTATIONS HE WROTE THE PIECES,/content/audios/5895-34622-0020.flac, Ersis was the poet of these magical representations. He wrote the pieces.
5895-34622-0021,THEN I LOOK PERHAPS LIKE WHAT I AM,/content/audios/5895-34622-0021.flac, Then I look perhaps like what I am.
5895-34622-0022,THIS OPENING LOOKED FOR ALL THE WORLD LIKE A MOUTH OF HELL IN THE WORDS OF THE ITINERANT PURITAN PREACHERS WHO TURNED AWAY FROM IT WITH HORROR,/content/audios/5895-34622-0022.flac," This opening looked for all the world like a mouth of hell. In the words of the itinerant Puritan preachers, who turned away from it with horror."
5895-34622-0023,URSUS WAS IN EVERYTHING IN THE PIECE IN THE COMPANY IN THE KITCHEN IN THE ORCHESTRA,/content/audios/5895-34622-0023.flac," Urses was in everything, in the piece, in the company, in the kitchen, in the orchestra."
5895-34629-0000,IT WAS ESTABLISHED AT SOUTHWARK,/content/audios/5895-34629-0000.flac, It was established at South Work.
5895-34629-0001,THE DOME OF SAINT PAUL'S WAS A DELIGHT TO URSUS,/content/audios/5895-34629-0001.flac, The dome of St. Paul's was a delight to Ursus.
5895-34629-0002,SAINT PAUL IS A SAINT ONLY WITH EXTENUATING CIRCUMSTANCES,/content/audios/5895-34629-0002.flac, St. Paul is a saint only with extenuating circumstances.
5895-34629-0003,HE ENTERED HEAVEN ONLY BY THE ARTISTS DOOR,/content/audios/5895-34629-0003.flac, He entered heaven only by the artist's door.
5895-34629-0004,IT MIGHT HAVE BEEN ORDERED FOR THE GREEN BOX,/content/audios/5895-34629-0004.flac, It might have been ordered for the green box.
5895-34629-0005,IT WAS A THEATRE READY MADE,/content/audios/5895-34629-0005.flac, It was a theater ready made.
5895-34629-0006,AGAINST THIS WALL WAS PLACED THE GREEN BOX WHICH THEY WERE ABLE TO DRAW INTO THE YARD OWING TO THE HEIGHT OF THE GATE,/content/audios/5895-34629-0006.flac," against this wall was placed the green box, which they were able to draw into the yard, owing to the height of the gate."
5895-34629-0007,THE PLACARD GWYNPLAINE THE LAUGHING MAN TAKEN FROM ITS NAIL IN THE GREEN BOX WAS HUNG UP CLOSE TO THE SIGN OF THE INN,/content/audios/5895-34629-0007.flac," The placard, Gwen, playing the Laughing Man, taken from its nail in the green box, was hung up close to the sign of the inn."
5895-34629-0008,BY THE SIDE OF THE DOOR WAS CONSTRUCTED OFF HAND BY MEANS OF AN EMPTY BARREL A BOX FOR THE MONEY TAKER WHO WAS SOMETIMES FIBI AND SOMETIMES VINOS,/content/audios/5895-34629-0008.flac," By the side of the door was constructed off-hand, by means of an empty barrel, a box for the money-taker who was sometimes Phoebe and sometimes Phenos."
5895-34629-0009,WE ARE IN LONDON SAID URSUS WE MUST BE PREPARED FOR THE GENTRY,/content/audios/5895-34629-0009.flac," We are in London, said Urses. We must be prepared for the gentry."
5895-34629-0010,THEY BEGAN THEIR PERFORMANCES,/content/audios/5895-34629-0010.flac, They began their performances.
